関係機関一覧（令和４年２月１日現在）,,,,,,,,,,,,,,,,,,,,,,,
区市町村名,ＨＰ,名称,郵便番号,住所,最寄駅,"交通経路
（最寄り駅から徒歩何分か等）",電話番号,"対応可能な
相談内容",支援の実施内容,,,,,,,,,対象年齢,,,,,備考
,地域活動支援センターⅠ型,地域生活支援センター　まちプラ,194-0013,町田市原町田4-24-6 せりがや会館4階,町田駅,徒歩10分,042-722-0713,当事者および家族からの精神障がいに関する相談全般,○,,,,,,,,,,,,,○,
,障がい者支援センター,町田地域障がい者支援センター,194-0013,町田市原町田5-4-3第2大塚ﾋﾞﾙ1階101,町田駅,徒歩5分,042-709-1301,当事者および家族からの障がいに関する相談全般,○,,,,,,,,,,,,,○,
,障がい者支援センター,鶴川地域障がい者支援センター,195-0053,町田市能ヶ谷3-2-1 鶴川地域ｺﾐｭﾆﾃｨ内,鶴川駅,徒歩8分,042-708-8821,当事者および家族からの障がいに関する相談全般,○,,,,,,,,,,,,,○,
,障がい者支援センター,忠生地域障がい者支援センター,194-0203,町田市図師町1677-1,町田駅,ﾊﾞｽ29分　図師大橋下車徒歩2分,042-794-4851,当事者および家族からの障がいに関する相談全般,○,,,,,,,,,,,,,○,
,障がい者支援センター,堺地域障がい者支援センター,194-0212,町田市小山町1234-1,多摩境駅,徒歩16分,042-794-8790,当事者および家族からの障がいに関する相談全般,○,,,,,,,,,,,,,○,
,障がい者支援センター,南地域障がい者支援センター,194-0015,町田市金森東3-18-16合掌苑桂寮1階,成瀬駅,徒歩15分,042-706-9624,当事者および家族からの障がいに関する相談全般,○,,,,,,,,,,,,,○,
小金井市,障害福祉主管課,小金井市自立生活支援課,184-8504,小金井市本町6-6-3,武蔵小金井駅,徒歩5分,042-387-9841,発達相談、精神保健相談、関係機関紹介等,○,,,,,○,○,○,,○,○,○,○,○,
,基幹相談支援センター,小金井市障害者地域自立生活支援センター,184-0003,小金井市緑町4-17-10,東小金井駅,徒歩15分,042-381-8811,発達相談、生活相談、関係機関紹介等,○,,,,,○,○,○,○,○,○,○,○,○,
,発達支援センター,児童発達支援センター「きらり」,184-0002,小金井市梶野町1-2-3,東小金井駅,徒歩6分,0422-60-1550,発達相談、育児相談、精神保健相談、関係機関紹介等,○,○,○,○,,,○,○,,○,○,○,○,,
,就労支援センター,障害者就労支援センター「エンジョイワークこころ」,184-0013,小金井市前原町3-41-15,武蔵小金井駅,徒歩5分,042-387-9866,就労支援,○,,,,○,○,○,○,,,,,,○,
,地域活動支援センター,精神障害者地域生活支援センター「そら」,184-0004,小金井市本町2-20-30,武蔵小金井駅,徒歩5分,042-381-6922,発達相談、生活相談、精神保健相談、関係機関紹介等,○,,,,,○,○,,,,,,,○,
,地域活動支援センター,スペース楽・２,184-0004,小金井市本町1-6-11                 ｴｸｾﾚﾝｽ小金井1階,武蔵小金井駅,徒歩5分,042-388-7887,発達相談、生活相談、精神保健相談、関係機関紹介等,○,,,,,○,○,,,,,,,○,
小平市,障害福祉主管課,障がい者支援課,187-8701,小平市小川町2-1333,"西武多摩湖線
青梅街道駅",徒歩5分,042-346-9542,,○,,,,,,,,,○,○,○,○,○,
,福祉事務所,小平市福祉事務所,187-8701,小平市小川町2-1333,"西武多摩湖線
青梅街道駅",徒歩5分,042-346-9542,,○,,,,,,,,,○,○,○,○,○,
,保健所・保健センター,小平市健康センター,187-0043,小平市学園東町1-19-12,青梅街道駅一橋学園駅,徒歩5分,042-346-3701,"心理発達相談
乳幼児発達健診",○,○,,,,,,,,○,,,,,
,子供家庭支援センター,小平市子ども家庭支援センター,187-0031,"小平市小川東町4-2-1
小平元気村おがわ東内","西武多摩湖線
萩山駅",徒歩5分,042-348-2102,子どもと家庭に関するあらゆる相談,○,○,,,,,○,○,,○,○,○,○,,
,児童発達支援（センター以外）,"小平市立障害者福祉センター
あすの子園",187-0035,"小平市小川西町
5-25-15市立障害者福祉ｾﾝﾀｰ内","西武新宿線
小川駅",徒歩7分,042-343-4976,幼児に訓練等で心身の発達を促し、保護者への指導助言。,○,○,○,,,,,,,○,,,,,令和４年４月から名称が「小平市立たいよう福祉センター」となります。令和４年４月から児童発達支援センターになります。
,,小平福祉園（すけっち）,187-0002,小平市花小金井8-1-10,"西武新宿線
花小金井駅",徒歩15分,042-433-9330,幼児に訓練等で心身の発達を促し、保護者への助言。,○,,○,,,,,,,○,,,,,
,放課後等デイサービス,"アート療育
ＦＡＣＴ小平",187-0044,小平市喜平町1-12-14,"西武多摩湖線
一橋学園駅",徒歩17分,042-313-9447,就学中の発達障がい児を対象に、放課後・夏休み期間において、訓練等を継続的に提供,,,○,,,○,,,,,○,○,○,,
,,小平福祉園（ぱすてる）,187-0002,小平市花小金井8-1-10,"西武新宿線
花小金井駅",徒歩15分,042-433-9330,就学中の発達障がい児を対象に、放課後・夏休み期間において、訓練等を継続的に提供,,,○,,,○,,,,,○,,,,
,,"整育園通所センター
（ちあふる）",187-0035,小平市小川西町2-35-1,"西武拝島線、国分寺線
小川駅",徒歩3分,042-341-0700,就学中の発達障がい児を対象に、放課後・夏休み期間において、訓練等を継続的に提供,,,○,,,○,,,,,○,,,,
,"教育関係
※教育相談所含む",小平市教育相談室,187-0031,"小平市小川東町4-2-1
小平元気村おがわ東内","西武多摩湖線
萩山駅",徒歩5分,042-343-9411,発達相談、関係機関紹介ほか、教育上の問題全般,○,,○,,,,,○,,,○,○,,,
,,就学相談,187-8701,小平市小川町2-1333,"西武多摩湖線
青梅街道駅",徒歩5分,042-346-9593,就学相談,○,,,,,,,,,,○,○,,,
,相談支援事業所,小平市立障害者福祉センター,187-0035,"小平市小川西町
5-25-15","西武新宿線
小川駅",徒歩7分,042-343-4976,障がいに関する各種相談,○,,,,,,,,,○,○,○,○,○,令和４年４月から名称が「小平市立たいよう福祉センター」となります。
,,小平市立あおぞら福祉センター,187-0011,小平市鈴木町1-472,"西武新宿線
花小金井駅","国分寺駅北口行きﾊﾞｽ
共済住宅下車",042-326-4980,障がいに関する各種相談,○,,,,,,,,,○,○,○,○,○,
,,小平市障がい者地域自立支援センターひびき,187-0043,"小平市学園東町1-19-13
小平市福祉会館2階",青梅街道駅一橋学園駅,徒歩5分,042-341-6555,障がいに関する各種相談,○,,,,,,,,,○,○,○,○,○,
,,地域生活支援センターあさやけ,187-0031,"小平市小川東町4-2-1
小平元気村おがわ東内","西武多摩湖線
萩山駅",徒歩5分,042-345-1741,障がいに関する各種相談,○,,,,,,,,,○,○,○,○,○,
,就労支援センター,小平市障害者就労・生活支援センターほっと,187-0001,小平市大沼町2-1-3,"西武新宿線
小平駅",徒歩7分,042-316-9078,障がい者の就労に関する相談・支援,,,,,○,,,,,,,,○,○,
,その他関係機関,"小平市立障害者福祉センター
言語相談室めだか",187-0035,"小平市小川西町
5-25-15市立障害者福祉ｾﾝﾀｰ内","西武新宿線
小川駅",徒歩7分,042-343-4976,1歳6ヶ月からの幼児を対象に言語聴覚士によることばの相談・訓練,○,○,○,○,,,,○,,○,○,○,,,令和４年４月から名称が「小平市立たいよう福祉センター　言語相談室めだか」となります。
,,"小平市立あおぞら福祉センター
言語相談訓練",187-0011,"小平市鈴木町1-472
市立あおぞら福祉ｾﾝﾀｰ内","西武新宿線
花小金井駅","国分寺駅北口行きﾊﾞｽ
共済住宅下車",042-326-4980,1歳6ヶ月からの幼児を対象に言語聴覚士によることばの相談・訓練,○,○,○,○,,,,○,,○,○,○,,,
,,"保育園・幼稚園巡回相談事業
（市が社会福祉協議会に委託して実施）",,,,,,発達相談,,,,○,,,,,,○,,,,,
,,公立保育園,,,,,,育児相談,○,,,,,,,,,○,,,,,
日野市,障害福祉主管課,日野市障害福祉課,191-8686,日野市神明1-12-1,ＪＲ日野駅,最寄駅から徒歩15分,042-514-8489,障害者に関する相談全般,○,,,,,,,,,,,,,○,
,就労支援センター,日野市障害者生活・就労支援センターくらしごと,191-0062,日野市多摩平2-5-1ｸﾚヴｨｱ豊田多摩平の森RESIDENCE内ｻｳｽﾚｼﾞﾃﾞﾝｽ1F,JR豊田駅,最寄駅から徒歩5分,042-843-1806,生活・就労支援,○,,,,○,,,,,,,,,○,
,その他関係機関,日野市発達・教育支援センター（エール）,191-0065,日野市旭が丘2-42-8,ＪＲ豊田駅,最寄駅から徒歩25分,042-589-8877,18歳未満の発達障害児,○,○,○,○,,,○,,,○,○,○,○,,
東村山市,保健所・保健センター,子ども家庭部子ども保健・給付課,189-8501,東村山市本町1-2-3,東村山駅,徒歩10分,042-393-5111,発達相談・育児相談,○,○,○,,,,○,○,,○,,,,,
,障害福祉主管課,健康福祉部障害支援課,189-8501,東村山市本町1-2-3,東村山駅,徒歩10分,042-393-5111,精神保健福祉相談・関係機関紹介等,○,,,,,,,,,○,○,○,○,○,
,子供家庭支援センター,東村山市子ども家庭支援センター,189-8501,東村山市本町1-2-3,東村山駅,徒歩10分,042-390-2271,子ども家庭相談,○,○,,,,,,,,○,○,○,○,,
,児童発達支援,幼児室ポッポ,189-0001,東村山市秋津町5-11-15,新秋津駅,徒歩5分,042-396-4380,発達支援・育児相談,○,,○,,,,,,,○,,,,,
,,あゆみの家幼児部,189-0024,東村山市富士見町3-4-16,小川駅,徒歩10分,042-393-7588,発達相談・育児相談,○,,○,,,,,,,○,,,,,
,,ココトこども教室,189-0001,東村山市秋津町5-13-3ｾｿﾞﾝ新秋津2階,新秋津・秋津駅,徒歩3分,042-306-3220,発達相談・育児相談,○,,○,,,,,,,○,,,,,
,,すくすくキッズ,189-0013,東村山市栄町2-11-8ヴｪﾙﾇｰﾌﾞ1階,久米川駅,徒歩5分,042-313-3881,発達相談・育児相談,○,,○,,,,,,,○,,,,,
,,はぴたむ,189-0003,東村山市久米川町4-3-36,東村山駅,徒歩7分,042-306-3100,発達相談・育児相談,○,,○,,,,,,,○,,,,,
,,児童発達支援センターマイム,189-0002,東村山市青葉町3-9-33,新秋津・秋津駅,徒歩15分,042-306-3714,発達相談・育児相談,○,○,○,,,,○,○,,○,,,,,
,放課後等デイサービス,山鳩訓練室,189-0003,東村山市久米川町3-12-31,東村山駅,徒歩15分,042-306-4245,発達相談・育児相談・関係機関紹介,○,,○,,,○,,,,,○,○,○,,R4年4月から事業所の名称が変更となる予定
,,楽しい放課後みんな,189-0004,東村山市久米川町2-31-6ﾒｿﾞﾝﾌｫｰｸﾛｰﾄﾞ102,東村山駅,バス10分,042-394-4805,発達支援・育児相談　　・関係機関紹介等,○,,○,,,,,,,,○,○,○,,
,,ココトこども教室,189-0001,東村山市秋津町5-13-3  ｾｿﾞﾝ新秋津2階,新秋津・秋津駅,徒歩３分,042-306-3220,発達支援・育児相談　　・関係機関紹介,○,,○,,,,,,,,○,○,○,,
,,トーコロあおば就労サポートセンター　アリーバ,189-0002,東村山市青葉町2-39-10,久米川駅,バス１５分下車後、徒歩５分,042-395-1439,発達支援・育児相談　　・関係機関紹介,○,,○,,,,,,,,○,○,○,,
,,すくすくキッズ,189-0013,東村山市栄町2-11-8ヴｪﾙﾇｰﾌﾞ1階,久米川駅,徒歩5分,042-313-3881,発達相談・育児相談・関係機関紹介,○,,○,,,,,,,,○,○,○,,
,,はぴたむ,189-0003,東村山市久米川町4-3-36,東村山駅,徒歩7分,042-306-3100,発達相談・育児相談・関係機関紹介,○,,○,,,,,,,,○,○,○,,
,,かたつむり,189-0013,東村山市栄町2-40-5メゾン・シャリオン103,久米川駅,徒歩10分,042-306-0883,発達相談・育児相談,○,,○,,,,,,,,○,○,○,,
,相談支援事業所,地域生活支援センターふれあいの郷,189-0014,東村山市本町2-8-2 ﾌﾟﾗｲﾑﾋﾞﾙ207,東村山駅,徒歩5分,042-397-6400,計画相談・関係機関紹介,○,,,,,,,,,,,,,○,
,,コロニー障害者計画相談支援室ふきのとう,189-0001,東村山市秋津町2-22-9,新秋津駅,徒歩20分,042-394-1111,計画相談・関係機関紹介,○,,,,,,,,,,,,,○,
,,相談支援事業所トビラ,189-0024,東村山市富士見町3-4-16,八坂駅,徒歩15分,070-6425-3180,計画相談・関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,,くおりあ相談室,189-0003,東村山市久米川町3-12-7,東村山駅,徒歩15分分,042-306-2068,計画相談・関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,,相談支援センターこだま,189-0013,東村山市栄町2-16-22ｶｴｻﾙ久米川201,久米川駅,徒歩3分,090-7945-2553,計画相談・関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,,相談支援アシスト,189-0001,東村山市秋津町2-32-15,新秋津・秋津駅,徒歩15分,042-306-0523,計画相談・関係機関紹介,○,,,,,,,,,,,,,○,
,,みのり障害生活支援センター,189-0014,東村山市本町2-24-1ﾗヴｨｱﾝｵﾗﾝｼﾞｭ110号,東村山駅,徒歩7分,042-306-0355,計画相談・関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,,相談支援事業所ふわり,189-0012,東村山市萩山町1-35-1,小平駅,徒歩8分,042-343-8160,計画相談・関係機関紹介,○,,,,,,,,,○,○,○,○,,
,,秋津療育園相談支援センター,189-0002,東村山市青葉町3-31-1,新秋津・秋津駅,徒歩15分,042-391-1377,計画相談・関係機関紹介,○,,,,,,,,,○,○,○,○,○,
,,アークこども相談センター,189-0002,東村山市青葉町3-9-33,新秋津・秋津駅,徒歩15分,042-306-3714,計画相談・関係機関紹介,○,,,,,,,,,○,○,○,○,,
,"教育関係
※教育相談所含む",東村山市子ども相談室,189-8501,東村山市本町1-2-3,東村山駅,徒歩10分,042-391-0278,0歳から１８歳までの子ども及びその保護者、幼稚園、保育所、学校などの先生方を対象にした相談,○,○,○,○,,,,○,,○,○,○,○,,
,一般相談支援事業所,地域生活支援センター　ふれあいの郷,189-0014,東村山市本町2-8-2 ﾌﾟﾗｲﾑﾋﾞﾙ207,東村山駅,徒歩5分,042-397-6400,精神保健相談・生活支援・関係機関紹介,○,,,,,○,,,,,,,,○,
,,基幹相談支援センター　るーと,189-0022,東村山市野口町1-25-15,東村山駅,徒歩5分,042-394-1555,生活支援・関係機関紹介等,○,,,○,,,○,○,,,○,○,○,○,
,就労支援センター,東村山市障害者就労支援室,189-8501,東村山市本町1-1-1     東村山市市民ｾﾝﾀｰ1F,東村山駅,徒歩10分,042-313-3794,就労支援,,,,,○,,,,,,,,,○,
国分寺市,障害福祉主管課,福祉部障害福祉課,185-8501,国分寺市戸倉1-6-1,西武恋ヶ窪駅,徒歩5分,042-325-0111,障害福祉サービス等生活支援，自立支援医療・精神保健相談,○,,,,,,○,○,,○,○,○,○,○,
,保健センター,健康部健康推進課,185-0024,国分寺市泉町2-3-8いずみﾌﾟﾗｻﾞ,JR西国分寺駅,徒歩8分,042-321-1801,保健師・管理栄養士・歯科衛生士による相談，関係機関紹介,○,○,,,,,,,,○,,,,○,
,児童福祉主管課,子ども家庭部子ども子育てサービス課,185-8501,国分寺市戸倉1-6-1,西武恋ヶ窪駅,徒歩5分,042-325-0111,保育所等・児童館・学童保育，児童に関する手当・医療費助成,,,,,,○,,,○,○,○,○,○,,
,子ども家庭支援センター,子ども家庭部子育て相談室,185-0034,国分寺市光町3-13-20,JR国立駅,ﾊﾞｽ3駅,042-572-8138,子育て相談一般,○,,,,,,,,,○,○,○,○,,
,,市立こどもの発達センターつくしんぼ（子ども家庭部子育て相談室）,185-0003,国分寺市戸倉3-1-1,西武恋ヶ窪駅,徒歩15分,042-323-7970,障害児相談支援,○,,,,,,,,,○,○,○,○,,
,就労支援センター,国分寺市障害者就労支援センター,185-0024,国分寺市泉町2-3-8,JR西国分寺駅,徒歩8分,042-300-1500,就労相談,,,,,○,,,,,,,,,○,
,地域活動支援センター,地域活動支援センターつばさ,185-0024,国分寺市泉町2-3-8,JR西国分寺駅,徒歩8分,042-321-1136,,○,,,,,○,○,,,○,○,○,○,○,
,,地域生活支援センタープラッツ,185-0021,国分寺市南町3-4-4,JR国分寺駅,徒歩5分,042-359-2440,,○,,,,,○,,,,,,,,○,
,,地域活動支援センター虹,185-0003,国分寺市戸倉4-14福祉ｾﾝﾀｰ内,西武恋ヶ窪駅,徒歩15分,042-300-0608,,○,,,,,○,,,,○,○,○,○,○,
,"児童発達支援事業所
※法外サービス含む",市立こどもの発達センターつくしんぼ（子ども家庭部子育て相談室）,185-0003,国分寺市戸倉3-1-1,西武恋ヶ窪駅,徒歩15分,042-323-7912,発達相談・児童発達支援・専門相談,○,○,○,○,,,,○,○,○,○,○,○,,
,児童発達支援事業所,ａｎｔｏ,185-0023,国分寺市西元町3-11-17,"JR・西武
国分寺駅
JR西国分寺駅",徒歩18分,042-401-0176,発達相談・育児相談・児童発達支援,○,○,○,,,,,,,○,,,,,
,児童発達支援事業所,コペルプラス西国分寺教室,185-0024,国分寺市泉町3-37-31サンエフビル2Ｆ,JR西国分寺駅,徒歩３分,042-312-0455,発達相談・育児相談・児童発達支援,○,○,○,,,,,,,○,,,,,
,児童発達支援事業所・放課後等デイサービス事業所,TASUC国立教室,185-0035,国分寺市西町2-6-15ユーエフマンション１階B室,JR国立駅,"徒歩１５分
もしくはバス5分",042-505-9436,発達相談・育児相談・児童発達支援,○,○,○,,,,,,,○,○,○,○,,
国立市,障害福祉主管課,健康福祉部しょうがいしゃ支援課相談支援係,186-8501,国立市富士見台2-47-1,JR南武線谷保駅,徒歩10分,042-576-2121(直通),障害福祉サービス全般,○,,,,○,,,,,○,○,○,○,○,
,健診・相談,子ども家庭部子育て支援課子ども保健・発達支援係（保健センター内）,186-0003,国立市富士見台3-16-5,JR南武線矢川駅,徒歩10分,042-574-3311(発達相談専用042-580-1282),乳幼児健診、育児相談、発達相談,○,○,○,○,,,○,○,,○,○,○,○,,
,子ども家庭支援センター,子ども家庭部子育て支援課子ども家庭支援センター,186-0003,国立市富士見台3-21-1,JR南武線矢川駅,徒歩10分,042-573-0192,育児相談、虐待防止,○,,,,,,,,,○,○,○,○,,
,"教育関係
※教育相談所含む",国立市教育センター,186-0003,国立市富士見台3-21-1,JR南武線矢川駅,徒歩10分,042-576-2109,教育相談、就学相談,○,,○,,,,,,○,,○,○,○,,
福生市,障害福祉主管課,福生市 福祉保健部 障害福祉課 障害福祉係,197-8501,福生市本町5,JR福生駅,福生駅より徒歩7分,042-551-1742,精神保健相談、関係機関紹介,○,,,,,,,,,,,,,○,
,保健所・保健センター,"福生市保健センター
福生市福祉保健部健康課保健指導係",197-0011,福生市福生2125-3,JR東福生駅又は福生駅,東福生駅から徒歩5分、福生駅から徒歩10分,042-552-0061,発達相談、育児相談、関係機関紹介,○,○,○,,,,○,,,○,,,,,
,保健所・保健センター,子育て世代包括支援センター,197-0011,"福生市福生2125-3
(福生市保健ｾﾝﾀｰ2階)",JR東福生駅又は福生駅,東福生駅から徒歩5分、福生駅から徒歩10分,042-552-0061,巡回相談、個別相談、プレイセラピー、心理検査、関係機関紹介,○,○,○,○,,,,,,○,,,,,
,子供家庭支援センター,福生市子ども家庭支援センター,197-0005,福生市北田園2-5-7,JR福生駅,福生駅より徒歩15分,042-539-2555,発達相談、育児相談、生活支援、就労支援、関係機関紹介,○,○,,,,○,○,,,○,○,○,○,,
,"児童発達支援
放課後等デイサービス",ぶどうの木,197-0011,福生市福生1062-12AMTﾋﾞﾙ2F203,JR福生駅,徒歩5分,042-513-3855,発達相談・関係機関紹介,,,○,,,○,,,,○,○,○,○,,
,"教育関係
※教育相談所含む",福生市教育相談室,197-0005,福生市北田園2-5-7,JR福生駅,徒歩15分,042-551-7700,教育相談・就学相談,○,○,○,○,,,○,,,○,○,○,○,,
,相談支援事業所,地域活動支援センターハッピーウイング,197-0021,福生市東町6-8MEﾋﾞﾙ3階,JR福生駅,徒歩4分,042-553-9888,発達相談、精神保健相談、生活支援、就労支援、関係機関紹介等,○,,,,,○,,,,,,,,○,
,生活介護事業所,福生学園,197-0003,福生市熊川1600-2,JR/西武線　拝島駅,徒歩12分,042-530-6961,発達相談、精神保健相談、関係機関紹介等,,,,,,○,○,○,,,,,,○,
,地域活動支援センター,地域活動支援センターハッピーウイング,197-0021,福生市東町6-8MEﾋﾞﾙ3階,JR福生駅,徒歩4分,042-553-9888,発達相談、精神保健相談、生活支援、就労支援、関係機関紹介等,○,,,,,○,,,,,,,,○,
狛江市,福祉事務所,福祉相談課、高齢障がい課,201-8585,狛江市和泉本町1-1-5,狛江駅,徒歩5分,03-3430-1111,発達相談、精神保健相談、生活相談、就労相談,○,○,,,○,,○,,,○,○,○,○,○,
,保健所・保健センター,"あいとぴあセンター
（健康推進課）",201-0013,狛江市元和泉2-35-1 あいとぴあｾﾝﾀｰ内,狛江駅、和泉多摩川駅,"徒歩15分
ﾊﾞｽ　狛江駅より5分（福祉会館前下車）",03-3488-1181,育児相談等全般,○,○,○,,,,○,,,○,,,,,
,児童福祉主管課,子ども発達支援課,201-0013,狛江市元和泉1-11-11,狛江駅,徒歩2分,03-5761-9012,児童相談,○,○,,,,,,,,○,○,○,○,,
,児童発達支援センター,ひだまりセンター,201-0013,狛江市元和泉1-11-11,狛江駅,徒歩2分,03-5761-9085,発達相談、療育相談、専門相談,○,○,○,,,,○,○,,○,○,○,○,,相談支援については対象年齢０～18歳未満。通所支援については未就学児が対象。一部の学齢期対象事業のみ小・中・高校生が対象。
,子ども家庭支援センター,ひだまりセンター,201-0013,狛江市元和泉1-11-11,狛江駅,徒歩2分,"03-5438-6605(相談専用)
03-5438-6606(相談専用)
03-3480-1587",育児相談等全般,○,,,,,,,,,○,○,○,○,,
,教育支援センター,ひだまりセンター,201-0013,狛江市元和泉1-11-11,狛江駅,徒歩2分,03-3430-1311,教育相談、就学前相談,,,,,,,,,,,○,○,,,
,教育関係,教育支援課,201-0013,狛江市元和泉1-11-11,狛江駅,徒歩2分,03-5761-9041,就学相談,,,,,,,,,,,○,○,,,
,相談支援事業所,リヒト,201-0013,狛江市元和泉2-35-1 あいとぴあｾﾝﾀｰ 3階,狛江駅、和泉多摩川駅,"徒歩15分
ﾊﾞｽ　狛江駅より5分（福祉会館前下車）",03-3480-6656,,○,,,,,,,,○,,,,,○,
,相談支援事業所,サポート,201-0013,狛江市元和泉2-35-1 あいとぴあｾﾝﾀｰ内 1階 社会福祉協議会,狛江駅、和泉多摩川駅,"徒歩15分
ﾊﾞｽ　狛江駅より6分（福祉会館前下車）",03-5438-3533,,○,,,,,,,,○,,,,,○,
,相談支援事業所,みずき,201-0013,狛江市元和泉2-35-1 あいとぴあｾﾝﾀｰ内 3階,狛江駅、和泉多摩川駅,"徒歩15分
ﾊﾞｽ　狛江駅より7分（福祉会館前下車）",03-3430-3809,,○,,,,,,,,○,,,,,○,
,就労支援センター,サポート,201-0013,狛江市元和泉2-35-1 あいとぴあｾﾝﾀｰ1階 狛江市社会福祉協議会,狛江、和泉多摩川,"徒歩15分
ﾊﾞｽ　狛江駅より5分（福祉会館前下車）",03-5438-3533,,○,,,,○,,,,○,,,,,○,
,地域活動支援センター,地域生活支援センターリヒト,201-0013,狛江市元和泉2-35-1 あいとぴあｾﾝﾀｰ 3階,狛江、和泉多摩川,"徒歩15分
ﾊﾞｽ　狛江駅より6分（福祉会館前下車）",03-3480-6656,,○,,,,,○,,,○,,,,,○,
東大和市,障害福祉主管課,東大和市役所福祉部障害福祉課,207-8585,東大和市中央3-930東大和市役所,多摩モノレール　上北台駅,10分,042-563-2111,精神保健相談・関係機関紹介,○,,,,,,○,,,○,○,○,○,○,
,保健所・保健センター,東大和市立保健センター,207-0015,東大和市中央3-918-1,多摩モノレール　上北台駅,10分,042-565-5211,育児・発達相談,○,○,○,,,,,,,○,,,,,
,子ども家庭支援センター,東大和市子ども家庭支援センター,207-0021,東大和市立野1-16-1,多摩モノレール　上北台駅,"上北台駅から徒歩10分
西武ﾊﾞｽ（芝中団地行）東大和高校前ﾊﾞｽ停から徒歩1分",042-565-3651,育児・発達相談、関係機関紹介,○,,,,,,,,,○,○,○,○（18歳未満まで）,,
,"児童発達支援（センター以外）
相談支援事業所",東大和市立やまとあけぼの学園,207-0012,東大和市新堀1-1523-2,西武線東大和市駅,久米川行きﾊﾞｽ「大和第三小学校」下車徒歩5分,042-564-5923,障害児支援利用計画及びサービス等利用計画の作成・関係機関紹介等（18歳未満まで）,○,,○,,,,,,,○,○（相談支援のみ）,○（相談支援のみ）,○（相談支援のみ）,,
,"
放課後等デイサービス
相談支援事業所","社会福祉法人この指とまれ
　デイグループほっと
　相談支援にじ",207-0004,東大和市清水3-785-2,西武線武蔵大和駅,5分,042-564-3110,"学童保育・通学児童に関する相談
障害児支援利用計画及びサービス等利用計画の作成・関係機関紹介等",○,,,,,○,,,,,○,○,○,○（相談支援のみ）,
,,"社会福祉法人この指とまれ
　デイグループぱーく
　相談支援にじ",207-0004,東大和市清水3-855-2,西武線武蔵大和駅,5分,042-564-2883,"学童保育・通学児童に関する相談
障害児支援利用計画及びサービス等利用計画の作成・関係機関紹介等",○,,,,,○,,,,,○,○,○,○（相談支援のみ）,
,放課後等デイサービス,放課後デイゆうハウス,207-0015,東大和市中央3-855-10中央ﾋﾞﾙ1階AD号室,多摩モノレール　上北台駅,10分,042-563-6700,学童保育・通学児童に関する相談,,,,,,○,,,,,○,○,○,,
,放課後等デイサービス,放課後等デイサービス　ぽっぷ,207-0014,東大和市南街2-110-7,西武線東大和市駅,8分,042-569-8364,学童保育・通学児童に関する相談,,,,,,○,,,,,○,○,○,,
,相談支援事業所,東大和市精神障害者地域生活支援センター「ウエルカム」,207-0015,東大和市中央3-912-3,多摩モノレール　上北台駅,10分,042-564-0891,サービス等利用計画作成・関係機関紹介・地域移行地域定着に関する相談,○,,,,,,,,,,,,,○,
,就労継続支援事業所（B型）,ＮＯＡＨ　（ノア）,207-0013,東大和市向原6-1201-107鎌田第2ﾋﾞﾙ3F,西武線東大和市駅,5分,042-566-8891,就労支援・関係機関紹介,○,,,,○,,,,,,,,,○,
,就労支援センター,東大和市障害者就労生活支援センター,207-0022,東大和市桜が丘2-53-6東大和市総合福祉ｾﾝﾀｰは~とふる内,多摩モノレール・西武拝島線　玉川上水駅,5分,042-516-3983,就労支援・、関係機関紹介,○,,,,○,,,,,,,,○,○,
,地域活動支援センター,東大和市精神障害者地域生活支援センター「ウエルカム」,207-0015,東大和市中央3-912-3,多摩モノレール　上北台駅,10分,042-564-0891,精神保健相談・生活支援・関係機関紹介,○,,,,,○,○,,,,,,,○,
,その他関係機関,青少年課,207-8585,東大和市中央3-930 東大和市役所,多摩モノレール　上北台駅,10分,042-563-2111,関係機関紹介,,,,,,,,,○,,○,○,,,
清瀬市,障害福祉主管課,清瀬市障害福祉課,204-8511,清瀬市中里5-842,西武線清瀬駅,20分,042-497-2073,一般相談・精神保健相談・関係機関紹介等,○,,,,,,○,,○,○,○,○,○,○,
,福祉事務所,清瀬市福祉事務所,204-8511,清瀬市中里5-842,西武線清瀬駅,20分,042-497-2070,生活支援,,,,,○,,,,○,,,,,○,
,保健所・保健センター,清瀬市健康推進課,204-8511,清瀬市中里5-842,西武線清瀬駅,20分,042-497-2077,育児相談・発達相談・関係機関紹介,○,○,○,,,,,,,○,,,,○,
,児童福祉主管課,清瀬市子育て支援課,204-8511,清瀬市中里5-842,西武線清瀬駅,20分,042-497-2086,育児支援・関係機関紹介,,,,,,○,,,,○,,,,,
,子供家庭支援センター,清瀬市子ども家庭支援センター,204-0012,清瀬市中清戸3-235-5,西武線清瀬駅,20分,042-495-7701,児童、家庭に関するあらゆる相談,○,,,,,,,,,○,○,○,○,,
,児童発達支援センター,日本社会事業大学附属子ども学園,204-0024,清瀬市梅園1-2-50,西武線清瀬駅,15分,042-491-8131,発達相談・関係機関紹介,○,○,○,,,,,,,○,,,,,
